timestamp,scenario,detected,x,y,z,zone,motion_level,velocity,still_time,current_state,anomaly_detected,anomaly_score,anomaly_reason,fall_detected,fall_score,fall_reason,emergency_source
2026-05-29T20:44:00,evening_bath,True,-0.1951,0.7187,0.9998,bath,0.1004,0.173,592,ACTIVE,False,0.0491,,False,0.0,,
2026-05-29T20:45:00,evening_bath,True,-0.2834,0.6692,1.0305,bath,0.0761,0.0282,657,ACTIVE,False,0.0662,,False,0.0,,
2026-05-29T20:46:00,evening_bath,True,-0.2452,0.6962,1.0188,bath,0.0819,0.2632,727,ACTIVE,False,0.1071,,False,0.0,,
2026-05-29T20:47:00,evening_bath,True,-0.2506,0.762,1.0446,bath,0.0785,0.1913,776,ACTIVE,False,0.0702,,False,0.0,,
2026-05-29T23:59:00,empty_room,False,,,,,0.0,0.0,0,EMPTY,False,0.0,,False,0.0,,
2026-05-30T05:40:00,empty_room,False,,,,,0.0,0.0,0,EMPTY,False,0.0,,False,0.0,,
2026-05-30T07:18:00,morning_toilet,True,0.1626,0.6338,1.0923,toilet,0.0589,0.1247,10,TOILET_USE,False,0.0677,,False,0.0,,
2026-05-30T07:19:00,morning_toilet,True,0.1623,0.6566,1.0552,toilet,0.0626,0.0677,64,TOILET_USE,False,0.0886,,False,0.0,,
2026-05-30T07:20:00,morning_toilet,True,0.1638,0.6363,1.1046,toilet,0.0995,0.0332,137,TOILET_USE,False,0.1799,,False,0.0,,
2026-05-30T07:21:00,morning_toilet,True,0.1593,0.7409,1.1141,toilet,0.0713,0.1257,197,TOILET_USE,False,0.0918,,False,0.0,,
2026-05-30T07:22:00,morning_toilet,True,0.1627,0.7331,1.0532,toilet,0.1387,0.089,230,TOILET_USE,False,0.1433,,False,0.0,,
2026-05-30T07:23:00,morning_toilet,True,0.1147,0.677,1.1166,toilet,0.1,0.2068,315,TOILET_USE,False,0.0363,,False,0.0,,
2026-05-30T07:24:00,morning_toilet,True,0.0962,0.7408,1.0863,toilet,0.0555,0.1015,367,TOILET_USE,False,0.0185,,False,0.0,,
2026-05-30T07:25:00,morning_toilet,True,0.1173,0.7351,1.0825,toilet,0.1365,0.0408,411,TOILET_USE,False,0.0416,,False,0.0,,
2026-05-30T07:26:00,morning_toilet,True,0.1311,0.7065,1.0588,toilet,0.1347,0.1681,473,TOILET_USE,False,0.1084,,False,0.0,,
2026-05-30T07:27:00,morning_toilet,True,0.0661,0.6371,1.0926,toilet,0.0971,0.263,548,TOILET_USE,False,0.0447,,False,0.0,,
2026-05-30T07:33:00,morning_sink,True,-0.1944,0.4836,1.1916,sink,0.1185,0.2155,4,ACTIVE,False,0.0223,,False,0.0,,
2026-05-30T07:34:00,morning_sink,True,-0.1743,0.5738,1.2197,sink,0.1384,0.1515,52,ACTIVE,False,0.0325,,False,0.0,,
2026-05-30T07:35:00,morning_sink,True,-0.1857,0.4772,1.1595,sink,0.1042,0.2368,119,ACTIVE,False,0.1296,,False,0.0,,
2026-05-30T07:36:00,morning_sink,True,-0.1584,0.5727,1.1923,sink,0.1501,0.1642,170,ACTIVE,False,0.1684,,False,0.0,,
2026-05-30T07:37:00,morning_sink,True,-0.2112,0.5613,1.1612,sink,0.0996,0.1638,258,ACTIVE,False,0.0563,,False,0.0,,
2026-05-30T20:49:00,evening_bath,True,-0.2187,0.6865,1.0307,bath,0.1155,0.0853,0,ACTIVE,False,0.1644,,False,0.0,,
2026-05-30T20:50:00,evening_bath,True,-0.3054,0.7425,1.0463,bath,0.0703,0.2205,51,ACTIVE,False,0.1183,,False,0.0,,
2026-05-30T20:51:00,evening_bath,True,-0.2779,0.7564,1.0241,bath,0.1205,0.0491,123,ACTIVE,False,0.1707,,False,0.0,,
2026-05-30T20:52:00,evening_bath,True,-0.2222,0.6794,0.9829,bath,0.1224,0.0585,181,ACTIVE,False,0.0317,,False,0.0,,
2026-05-30T20:53:00,evening_bath,True,-0.2719,0.7769,1.0437,bath,0.0736,0.113,257,ACTIVE,False,0.126,,False,0.0,,
2026-05-30T20:54:00,evening_bath,True,-0.2253,0.706,1.0248,bath,0.1066,0.1814,317,ACTIVE,False,0.0363,,False,0.0,,
2026-05-30T20:55:00,evening_bath,True,-0.1911,0.7724,1.0581,bath,0.0859,0.1272,375,ACTIVE,False,0.0405,,False,0.0,,
2026-05-30T20:56:00,evening_bath,True,-0.1918,0.7617,1.0129,bath,0.1478,0.2308,431,ACTIVE,False,0.0554,,False,0.0,,
2026-05-30T20:57:00,evening_bath,True,-0.2096,0.6741,1.0498,bath,0.1124,0.0719,497,ACTIVE,False,0.1661,,False,0.0,,
2026-05-30T20:58:00,evening_bath,True,-0.2665,0.7667,1.0497,bath,0.0721,0.0702,537,ACTIVE,False,0.0658,,False,0.0,,
2026-05-30T20:59:00,evening_bath,True,-0.1996,0.7857,1.0023,bath,0.1158,0.1967,610,ACTIVE,False,0.1534,,False,0.0,,
2026-05-30T23:31:00,night_toilet,True,0.075,0.741,1.0543,toilet,0.1385,0.0299,20,TOILET_USE,False,0.1114,,False,0.0,,
2026-05-30T23:32:00,night_toilet,True,0.1019,0.7195,1.0749,toilet,0.0604,0.2539,66,TOILET_USE,False,0.0423,,False,0.0,,
2026-05-30T23:33:00,night_toilet,True,0.0667,0.6785,1.0816,toilet,0.0985,0.2071,135,TOILET_USE,False,0.1361,,False,0.0,,
2026-05-30T23:59:00,empty_room,False,,,,,0.0,0.0,0,EMPTY,False,0.0,,False,0.0,,
2026-05-31T05:40:00,empty_room,False,,,,,0.0,0.0,0,EMPTY,False,0.0,,False,0.0,,
2026-05-31T07:22:00,morning_toilet,True,0.1041,0.6357,1.0931,toilet,0.1061,0.1925,0,TOILET_USE,False,0.0312,,False,0.0,,
2026-05-31T07:23:00,morning_toilet,True,0.1668,0.6868,1.0934,toilet,0.0862,0.0969,60,TOILET_USE,False,0.0316,,False,0.0,,
2026-05-31T07:24:00,morning_toilet,True,0.1107,0.7375,1.0942,toilet,0.0657,0.168,138,TOILET_USE,False,0.079,,False,0.0,,
2026-05-31T07:25:00,morning_toilet,True,0.159,0.6631,1.0568,toilet,0.1022,0.1902,195,TOILET_USE,False,0.089,,False,0.0,,
2026-05-31T07:26:00,morning_toilet,True,0.1132,0.6525,1.0779,toilet,0.1364,0.2113,258,TOILET_USE,False,0.122,,False,0.0,,
2026-05-31T07:27:00,morning_toilet,True,0.0947,0.7052,1.0895,toilet,0.1237,0.2153,292,TOILET_USE,False,0.1244,,False,0.0,,
2026-05-31T07:28:00,morning_toilet,True,0.0878,0.6508,1.042,toilet,0.1386,0.1789,357,TOILET_USE,False,0.1406,,False,0.0,,
2026-05-31T07:29:00,morning_toilet,True,0.1148,0.7312,1.0861,toilet,0.1127,0.1485,432,TOILET_USE,False,0.0515,,False,0.0,,
2026-05-31T07:38:00,morning_sink,True,-0.1292,0.5595,1.2108,sink,0.1283,0.0657,14,ACTIVE,False,0.1729,,False,0.0,,
2026-05-31T07:39:00,morning_sink,True,-0.1681,0.4752,1.1599,sink,0.1009,0.0547,77,ACTIVE,False,0.089,,False,0.0,,
2026-05-31T07:40:00,morning_sink,True,-0.1668,0.5281,1.1654,sink,0.1702,0.1793,134,ACTIVE,False,0.1323,,False,0.0,,
2026-05-31T07:41:00,morning_sink,True,-0.1695,0.5564,1.1838,sink,0.1043,0.244,198,ACTIVE,False,0.0865,,False,0.0,,
2026-05-31T20:37:00,evening_bath,True,-0.2291,0.7596,1.0217,bath,0.0915,0.1344,10,ACTIVE,False,0.1313,,False,0.0,,
2026-05-31T20:38:00,evening_bath,True,-0.2815,0.7037,1.0514,bath,0.0825,0.0801,52,ACTIVE,False,0.128,,False,0.0,,
2026-05-31T20:39:00,evening_bath,True,-0.2202,0.6683,1.0126,bath,0.1119,0.0362,127,ACTIVE,False,0.1516,,False,0.0,,
2026-05-31T20:40:00,evening_bath,True,-0.2614,0.7601,1.0557,bath,0.1471,0.2191,170,ACTIVE,False,0.0747,,False,0.0,,
2026-05-31T20:41:00,evening_bath,True,-0.3112,0.7057,1.0403,bath,0.1502,0.2373,257,ACTIVE,False,0.1015,,False,0.0,,
2026-05-31T20:42:00,evening_bath,True,-0.2165,0.764,1.0518,bath,0.0897,0.1333,305,ACTIVE,False,0.0149,,False,0.0,,
2026-05-31T20:43:00,evening_bath,True,-0.2683,0.7483,1.0123,bath,0.1456,0.2591,355,ACTIVE,False,0.1767,,False,0.0,,
2026-05-31T20:44:00,evening_bath,True,-0.2426,0.7779,1.0274,bath,0.0724,0.1871,431,ACTIVE,False,0.0331,,False,0.0,,
2026-05-31T20:45:00,evening_bath,True,-0.252,0.6665,1.0103,bath,0.1109,0.1078,476,ACTIVE,False,0.1595,,False,0.0,,
2026-05-31T20:46:00,evening_bath,True,-0.2758,0.7837,1.0137,bath,0.0774,0.025,556,ACTIVE,False,0.1017,,False,0.0,,
2026-05-31T20:47:00,evening_bath,True,-0.182,0.7055,1.032,bath,0.1562,0.0305,614,ACTIVE,False,0.0153,,False,0.0,,
2026-05-31T20:48:00,evening_bath,True,-0.2799,0.7691,1.0297,bath,0.0814,0.1941,657,ACTIVE,False,0.1059,,False,0.0,,
2026-05-31T20:49:00,evening_bath,True,-0.2837,0.7509,1.0414,bath,0.1245,0.2706,715,ACTIVE,False,0.1321,,False,0.0,,
2026-05-31T20:50:00,evening_bath,True,-0.2109,0.6813,1.0049,bath,0.0723,0.1011,788,ACTIVE,False,0.1251,,False,0.0,,
2026-05-31T20:51:00,evening_bath,True,-0.1874,0.7116,1.0372,bath,0.1233,0.2359,832,ACTIVE,False,0.0513,,False,0.0,,
2026-05-31T20:52:00,evening_bath,True,-0.2214,0.6992,1.0347,bath,0.0809,0.2758,915,ACTIVE,False,0.143,,False,0.0,,
2026-05-31T23:59:00,empty_room,False,,,,,0.0,0.0,0,EMPTY,False,0.0,,False,0.0,,
2026-06-01T05:40:00,empty_room,False,,,,,0.0,0.0,0,EMPTY,False,0.0,,False,0.0,,
2026-06-01T07:17:00,morning_toilet,True,0.1116,0.6709,1.0805,toilet,0.0511,0.1292,0,TOILET_USE,False,0.0933,,False,0.0,,
2026-06-01T07:18:00,morning_toilet,True,0.1122,0.6699,1.1113,toilet,0.1137,0.1332,64,TOILET_USE,False,0.1347,,False,0.0,,
2026-06-01T07:19:00,morning_toilet,True,0.1745,0.6591,1.1047,toilet,0.1197,0.1409,127,TOILET_USE,False,0.1504,,False,0.0,,
2026-06-01T07:20:00,morning_toilet,True,0.1308,0.6652,1.0596,toilet,0.0578,0.2492,199,TOILET_USE,False,0.0515,,False,0.0,,
2026-06-01T07:21:00,morning_toilet,True,0.1159,0.6989,1.0703,toilet,0.0945,0.1045,230,TOILET_USE,False,0.0929,,False,0.0,,
2026-06-01T07:22:00,morning_toilet,True,0.103,0.6577,1.0624,toilet,0.1131,0.0918,309,TOILET_USE,False,0.0117,,False,0.0,,
2026-06-01T07:23:00,morning_toilet,True,0.1724,0.6375,1.0976,toilet,0.1,0.0825,365,TOILET_USE,False,0.0909,,False,0.0,,
2026-06-01T07:24:00,morning_toilet,True,0.1448,0.6799,1.0414,toilet,0.0699,0.1999,419,TOILET_USE,False,0.0621,,False,0.0,,
2026-06-01T07:25:00,morning_toilet,True,0.1295,0.6829,1.0825,toilet,0.1397,0.1631,483,TOILET_USE,False,0.0698,,False,0.0,,
2026-06-01T07:26:00,morning_toilet,True,0.1146,0.6634,1.0584,toilet,0.0673,0.0511,553,TOILET_USE,False,0.1011,,False,0.0,,
2026-06-01T07:27:00,morning_toilet,True,0.1507,0.6492,1.0573,toilet,0.0749,0.1733,605,TOILET_USE,False,0.1392,,False,0.0,,
2026-06-01T07:37:00,morning_sink,True,-0.12,0.5566,1.1637,sink,0.1061,0.0237,1,ACTIVE,False,0.1008,,False,0.0,,
2026-06-01T07:38:00,morning_sink,True,-0.1935,0.5713,1.1843,sink,0.175,0.1858,72,ACTIVE,False,0.138,,False,0.0,,
2026-06-01T07:39:00,morning_sink,True,-0.2113,0.4713,1.1627,sink,0.1296,0.0679,125,ACTIVE,False,0.0187,,False,0.0,,
2026-06-01T07:40:00,morning_sink,True,-0.1241,0.5197,1.2058,sink,0.1343,0.17,182,ACTIVE,False,0.1267,,False,0.0,,
2026-06-01T07:41:00,morning_sink,True,-0.2062,0.5544,1.2159,sink,0.1795,0.0508,232,ACTIVE,False,0.14,,False,0.0,,
2026-06-01T07:42:00,morning_sink,True,-0.1589,0.5522,1.1581,sink,0.1242,0.2562,306,ACTIVE,False,0.0606,,False,0.0,,
2026-06-01T20:48:00,evening_bath,True,-0.2723,0.7407,1.0288,bath,0.0789,0.2183,13,ACTIVE,False,0.1163,,False,0.0,,
2026-06-01T20:49:00,evening_bath,True,-0.2776,0.6706,0.9992,bath,0.0768,0.0207,67,ACTIVE,False,0.0866,,False,0.0,,
2026-06-01T20:50:00,evening_bath,True,-0.2348,0.6979,0.9985,bath,0.0954,0.2435,132,ACTIVE,False,0.0221,,False,0.0,,
2026-06-01T20:51:00,evening_bath,True,-0.2817,0.6944,1.0433,bath,0.1295,0.2628,188,ACTIVE,False,0.0823,,False,0.0,,
2026-06-01T20:52:00,evening_bath,True,-0.2412,0.7442,1.0527,bath,0.0828,0.0355,256,ACTIVE,False,0.1447,,False,0.0,,
2026-06-01T20:53:00,evening_bath,True,-0.2346,0.7672,1.0537,bath,0.0812,0.1991,304,ACTIVE,False,0.129,,False,0.0,,
2026-06-01T20:54:00,evening_bath,True,-0.1895,0.7251,1.0195,bath,0.1238,0.2512,352,ACTIVE,False,0.1349,,False,0.0,,
2026-06-01T20:55:00,evening_bath,True,-0.2335,0.6634,0.9983,bath,0.1452,0.1696,431,ACTIVE,False,0.1716,,False,0.0,,
2026-06-01T20:56:00,evening_bath,True,-0.1821,0.7474,1.0016,bath,0.1387,0.0655,471,ACTIVE,False,0.0982,,False,0.0,,
2026-06-01T20:57:00,evening_bath,True,-0.2545,0.6962,1.0598,bath,0.1271,0.1478,543,ACTIVE,False,0.0255,,False,0.0,,
2026-06-01T20:58:00,evening_bath,True,-0.2668,0.7033,1.0336,bath,0.0845,0.127,617,ACTIVE,False,0.0942,,False,0.0,,
2026-06-01T20:59:00,evening_bath,True,-0.2259,0.7121,1.0408,bath,0.1109,0.1018,651,ACTIVE,False,0.065,,False,0.0,,
2026-06-01T21:00:00,evening_bath,True,-0.1859,0.7125,1.0212,bath,0.1292,0.1611,710,ACTIVE,False,0.0803,,False,0.0,,
2026-06-01T23:59:00,empty_room,False,,,,,0.0,0.0,0,EMPTY,False,0.0,,False,0.0,,
2026-06-02T05:40:00,empty_room,False,,,,,0.0,0.0,0,EMPTY,False,0.0,,False,0.0,,
2026-06-02T07:15:00,morning_toilet,True,0.1038,0.716,1.09,toilet,0.0546,0.0894,14,TOILET_USE,False,0.0323,,False,0.0,,
2026-06-02T07:16:00,morning_toilet,True,0.0952,0.7306,1.0788,toilet,0.1376,0.1783,50,TOILET_USE,False,0.0507,,False,0.0,,
2026-06-02T07:17:00,morning_toilet,True,0.08,0.6919,1.0842,toilet,0.0702,0.2388,112,TOILET_USE,False,0.0293,,False,0.0,,
2026-06-02T07:18:00,morning_toilet,True,0.1723,0.7033,1.0523,toilet,0.1145,0.1523,199,TOILET_USE,False,0.0565,,False,0.0,,
2026-06-02T07:19:00,morning_toilet,True,0.1592,0.7422,1.0595,toilet,0.063,0.0696,247,TOILET_USE,False,0.1119,,False,0.0,,
2026-06-02T07:20:00,morning_toilet,True,0.1488,0.6435,1.0456,toilet,0.1211,0.1279,314,TOILET_USE,False,0.1688,,False,0.0,,
2026-06-02T07:21:00,morning_toilet,True,0.1209,0.7235,1.0626,toilet,0.1254,0.1708,359,TOILET_USE,False,0.1222,,False,0.0,,
2026-06-02T07:22:00,morning_toilet,True,0.1627,0.6797,1.0787,toilet,0.0997,0.1613,420,TOILET_USE,False,0.0874,,False,0.0,,
2026-06-02T07:23:00,morning_toilet,True,0.0991,0.6496,1.0958,toilet,0.0845,0.2426,488,TOILET_USE,False,0.0798,,False,0.0,,
2026-06-02T07:24:00,morning_toilet,True,0.0987,0.6828,1.1131,toilet,0.0847,0.1926,542,TOILET_USE,False,0.1495,,False,0.0,,
2026-06-02T07:25:00,morning_toilet,True,0.1763,0.6855,1.043,toilet,0.1369,0.1063,606,TOILET_USE,False,0.0271,,False,0.0,,
2026-06-02T07:35:00,morning_sink,True,-0.1673,0.5175,1.1978,sink,0.1684,0.2722,3,ACTIVE,False,0.0227,,False,0.0,,
2026-06-02T07:36:00,morning_sink,True,-0.1407,0.4976,1.1899,sink,0.1485,0.2415,62,ACTIVE,False,0.1549,,False,0.0,,
2026-06-02T07:37:00,morning_sink,True,-0.1326,0.5095,1.1653,sink,0.1699,0.1469,132,ACTIVE,False,0.102,,False,0.0,,
2026-06-02T07:38:00,morning_sink,True,-0.1578,0.4944,1.1948,sink,0.1798,0.2142,179,ACTIVE,False,0.0838,,False,0.0,,
2026-06-02T20:33:00,evening_bath,True,-0.2296,0.7734,1.0155,bath,0.097,0.0275,12,ACTIVE,False,0.0651,,False,0.0,,
2026-06-02T20:34:00,evening_bath,True,-0.3047,0.7066,1.0145,bath,0.1178,0.1671,57,ACTIVE,False,0.1447,,False,0.0,,
2026-06-02T20:35:00,evening_bath,True,-0.2899,0.6703,1.0497,bath,0.1315,0.1494,129,ACTIVE,False,0.1091,,False,0.0,,
2026-06-02T20:36:00,evening_bath,True,-0.2818,0.7429,1.0168,bath,0.0708,0.2292,191,ACTIVE,False,0.1632,,False,0.0,,
2026-06-02T20:37:00,evening_bath,True,-0.2239,0.6805,1.0153,bath,0.1589,0.0978,241,ACTIVE,False,0.1735,,False,0.0,,
2026-06-02T20:38:00,evening_bath,True,-0.2223,0.7194,1.0042,bath,0.1468,0.0477,302,ACTIVE,False,0.0748,,False,0.0,,
2026-06-02T20:39:00,evening_bath,True,-0.2653,0.6985,1.0359,bath,0.158,0.1911,350,ACTIVE,False,0.0567,,False,0.0,,
2026-06-02T20:40:00,evening_bath,True,-0.2384,0.7492,1.0396,bath,0.152,0.2137,411,ACTIVE,False,0.1516,,False,0.0,,
2026-06-02T20:41:00,evening_bath,True,-0.1946,0.7608,0.9984,bath,0.1017,0.1855,495,ACTIVE,False,0.1156,,False,0.0,,
2026-06-02T20:42:00,evening_bath,True,-0.2239,0.7537,1.0327,bath,0.0823,0.0453,556,ACTIVE,False,0.1167,,False,0.0,,
2026-06-02T20:43:00,evening_bath,True,-0.3069,0.7625,0.9827,bath,0.1359,0.0434,601,ACTIVE,False,0.0602,,False,0.0,,
2026-06-02T20:44:00,evening_bath,True,-0.2148,0.6828,0.9906,bath,0.1489,0.1151,667,ACTIVE,False,0.0953,,False,0.0,,
2026-06-02T20:45:00,evening_bath,True,-0.2766,0.6814,1.0531,bath,0.1134,0.2297,740,ACTIVE,False,0.1369,,False,0.0,,
2026-06-02T20:46:00,evening_bath,True,-0.268,0.675,1.057,bath,0.1379,0.0787,774,ACTIVE,False,0.125,,False,0.0,,
2026-06-02T20:47:00,evening_bath,True,-0.2243,0.7117,1.0477,bath,0.1029,0.2256,847,ACTIVE,False,0.0124,,False,0.0,,
2026-06-02T20:48:00,evening_bath,True,-0.2422,0.7191,1.0338,bath,0.0936,0.1191,911,ACTIVE,False,0.1186,,False,0.0,,
2026-06-02T23:59:00,empty_room,False,,,,,0.0,0.0,0,EMPTY,False,0.0,,False,0.0,,
2026-06-03T05:40:00,empty_room,False,,,,,0.0,0.0,0,EMPTY,False,0.0,,False,0.0,,
2026-06-03T07:17:00,morning_toilet,True,0.1405,0.6827,1.0896,toilet,0.1005,0.258,20,TOILET_USE,False,0.0476,,False,0.0,,
2026-06-03T07:18:00,morning_toilet,True,0.0689,0.7239,1.1128,toilet,0.1084,0.0503,59,TOILET_USE,False,0.0177,,False,0.0,,
2026-06-03T07:19:00,morning_toilet,True,0.0659,0.744,1.0493,toilet,0.1299,0.0553,117,TOILET_USE,False,0.0871,,False,0.0,,
2026-06-03T07:20:00,morning_toilet,True,0.1399,0.7144,1.1157,toilet,0.1029,0.2089,183,TOILET_USE,False,0.1605,,False,0.0,,
2026-06-03T07:21:00,morning_toilet,True,0.1381,0.725,1.0893,toilet,0.1356,0.0285,260,TOILET_USE,False,0.073,,False,0.0,,
2026-06-03T07:22:00,morning_toilet,True,0.1134,0.7387,1.1084,toilet,0.1383,0.1155,293,TOILET_USE,False,0.1633,,False,0.0,,
2026-06-03T07:23:00,morning_toilet,True,0.1369,0.6346,1.0621,toilet,0.061,0.2405,380,TOILET_USE,False,0.0873,,False,0.0,,
2026-06-03T07:38:00,morning_sink,True,-0.1553,0.5321,1.1417,sink,0.12,0.2771,15,ACTIVE,False,0.1438,,False,0.0,,
2026-06-03T07:39:00,morning_sink,True,-0.2007,0.5563,1.1843,sink,0.1094,0.2461,68,ACTIVE,False,0.0659,,False,0.0,,
2026-06-03T07:40:00,morning_sink,True,-0.2067,0.5637,1.1402,sink,0.1786,0.2768,137,ACTIVE,False,0.1018,,False,0.0,,
2026-06-03T07:41:00,morning_sink,True,-0.139,0.4814,1.2093,sink,0.0913,0.2254,174,ACTIVE,False,0.0504,,False,0.0,,
2026-06-03T07:42:00,morning_sink,True,-0.1883,0.4881,1.1442,sink,0.1279,0.0495,253,ACTIVE,False,0.0208,,False,0.0,,
2026-06-03T20:44:00,evening_bath,True,-0.2649,0.7372,1.0162,bath,0.1551,0.0313,0,ACTIVE,False,0.1431,,False,0.0,,
2026-06-03T20:45:00,evening_bath,True,-0.1993,0.7278,1.0166,bath,0.0728,0.2796,80,ACTIVE,False,0.154,,False,0.0,,
2026-06-03T20:46:00,evening_bath,True,-0.2566,0.674,1.037,bath,0.0766,0.041,124,ACTIVE,False,0.1134,,False,0.0,,
2026-06-03T20:47:00,evening_bath,True,-0.3035,0.6958,1.0306,bath,0.1341,0.119,187,ACTIVE,False,0.1116,,False,0.0,,
2026-06-03T20:48:00,evening_bath,True,-0.2737,0.7257,1.0144,bath,0.1332,0.2417,255,ACTIVE,False,0.1207,,False,0.0,,
2026-06-03T20:49:00,evening_bath,True,-0.212,0.7537,0.9972,bath,0.1499,0.1276,304,ACTIVE,False,0.1507,,False,0.0,,
2026-06-03T20:50:00,evening_bath,True,-0.2602,0.7548,1.005,bath,0.1299,0.1173,360,ACTIVE,False,0.0359,,False,0.0,,
2026-06-03T20:51:00,evening_bath,True,-0.192,0.6687,1.0465,bath,0.1089,0.2136,412,ACTIVE,False,0.0733,,False,0.0,,
2026-06-03T20:52:00,evening_bath,True,-0.2951,0.6678,1.0565,bath,0.0997,0.0518,487,ACTIVE,False,0.0701,,False,0.0,,
2026-06-03T20:53:00,evening_bath,True,-0.2255,0.7575,1.0494,bath,0.0746,0.0948,553,ACTIVE,False,0.0631,,False,0.0,,
2026-06-03T20:54:00,evening_bath,True,-0.2985,0.726,0.9924,bath,0.0902,0.0481,605,ACTIVE,False,0.1537,,False,0.0,,
2026-06-03T20:55:00,evening_bath,True,-0.2642,0.7591,1.0259,bath,0.1086,0.1659,675,ACTIVE,False,0.1405,,False,0.0,,
2026-06-03T20:56:00,evening_bath,True,-0.2312,0.7477,1.0245,bath,0.1536,0.2357,729,ACTIVE,False,0.0555,,False,0.0,,
2026-06-03T20:57:00,evening_bath,True,-0.2885,0.7514,1.0047,bath,0.1016,0.0672,780,ACTIVE,False,0.0344,,False,0.0,,
2026-06-03T20:58:00,evening_bath,True,-0.2265,0.669,1.0393,bath,0.0783,0.1579,830,ACTIVE,False,0.074,,False,0.0,,
2026-06-03T20:59:00,evening_bath,True,-0.253,0.6805,1.0049,bath,0.1399,0.1676,900,ACTIVE,False,0.0244,,False,0.0,,
2026-06-03T23:13:00,night_toilet,True,0.0799,0.6998,1.0939,toilet,0.0899,0.1302,0,TOILET_USE,False,0.1132,,False,0.0,,
2026-06-03T23:14:00,night_toilet,True,0.11,0.6527,1.081,toilet,0.0887,0.0936,61,TOILET_USE,False,0.1253,,False,0.0,,
